entity,topic,classification,document_reference,custom_id,speech_id,location,request_idx,speech_narrative_id,entity_type,entity_speech_narrative_id
less costly than fire sales of assets for NBFIs,financial markets,lower,,speech_16654_narr_16654_20_effect_293,16654,domestic,293,16654_20,effect,less costly than fire sales of assets for NBFIs|16654_20
overly generous facility,financial markets,higher,,speech_16654_narr_16654_21_cause_294,16654,domestic,294,16654_21,cause,overly generous facility|16654_21
liquidity risk-taking by NBFIs,financial markets,higher,,speech_16654_narr_16654_21_effect_294,16654,domestic,294,16654_21,effect,liquidity risk-taking by NBFIs|16654_21
overly generous facility,financial markets,higher,,speech_16654_narr_16654_22_cause_295,16654,domestic,295,16654_22,cause,overly generous facility|16654_22
financial stability,financial markets,lower,,speech_16654_narr_16654_22_effect_295,16654,global,295,16654_22,effect,financial stability|16654_22
LDI standards,financial markets,higher,,speech_16654_narr_16654_23_cause_296,16654,domestic,296,16654_23,cause,LDI standards|16654_23
resilience of the wider defined benefit pension scheme sector,financial markets,higher,,speech_16654_narr_16654_23_effect_296,16654,domestic,296,16654_23,effect,resilience of the wider defined benefit pension scheme sector|16654_23
NBFIs,financial markets,higher,,speech_16654_narr_16654_24_cause_297,16654,domestic,297,16654_24,cause,NBFIs|16654_24
introduction of new sources of systemic risk,financial markets,higher,,speech_16654_narr_16654_24_effect_297,16654,global,297,16654_24,effect,introduction of new sources of systemic risk|16654_24
current toolkit,financial markets,normal,,speech_16654_narr_16654_25_cause_298,16654,domestic,298,16654_25,cause,current toolkit|16654_25
incompleteness in addressing systemic risk,financial markets,higher,,speech_16654_narr_16654_25_effect_298,16654,domestic,298,16654_25,effect,incompleteness in addressing systemic risk|16654_25
bank lending tools,credit,normal,,speech_16654_narr_16654_26_cause_299,16654,domestic,299,16654_26,cause,bank lending tools|16654_26
inability to reach the source of the problem,financial markets,normal,,speech_16654_narr_16654_26_effect_299,16654,domestic,299,16654_26,effect,inability to reach the source of the problem|16654_26
asset buy/sell tools,financial markets,normal,,speech_16654_narr_16654_27_cause_300,16654,domestic,300,16654_27,cause,asset buy/sell tools|16654_27
posing financial and policy risks,financial markets,higher,,speech_16654_narr_16654_27_effect_300,16654,domestic,300,16654_27,effect,posing financial and policy risks|16654_27
ICPFs,financial markets,normal,,speech_16654_narr_16654_28_cause_301,16654,domestic,301,16654_28,cause,ICPFs|16654_28
material share of gilt sales,financial markets,higher,,speech_16654_narr_16654_28_effect_301,16654,domestic,301,16654_28,effect,material share of gilt sales|16654_28
dash for cash and LDI episode,financial markets,normal,,speech_16654_narr_16654_29_cause_302,16654,domestic,302,16654_29,cause,dash for cash and LDI episode|16654_29
ICPFs improving resilience,financial markets,higher,,speech_16654_narr_16654_29_effect_302,16654,domestic,302,16654_29,effect,ICPFs improving resilience|16654_29
resilience reforms,financial markets,normal,,speech_16654_narr_16654_30_cause_303,16654,domestic,303,16654_30,cause,resilience reforms|16654_30
expansion of access to NBFIs,financial markets,higher,,speech_16654_narr_16654_30_effect_303,16654,domestic,303,16654_30,effect,expansion of access to NBFIs|16654_30
improving resilience in the NBFI sector,financial markets,higher,,speech_16654_narr_16654_31_cause_304,16654,domestic,304,16654_31,cause,improving resilience in the NBFI sector|16654_31
realization of the Grand Bargain,financial markets,normal,,speech_16654_narr_16654_31_effect_304,16654,global,304,16654_31,effect,realization of the Grand Bargain|16654_31
prudential regulation covering liquidity risk,financial markets,normal,,speech_16654_narr_16654_32_cause_305,16654,domestic,305,16654_32,cause,prudential regulation covering liquidity risk|16654_32
firms' compliance with regulations,financial markets,normal,,speech_16654_narr_16654_32_effect_305,16654,domestic,305,16654_32,effect,firms' compliance with regulations|16654_32
regulation and supervision,financial markets,higher,,speech_16654_narr_16654_33_cause_306,16654,domestic,306,16654_33,cause,regulation and supervision|16654_33
strengthening in the area of liquidity risk management,financial markets,higher,,speech_16654_narr_16654_33_effect_306,16654,domestic,306,16654_33,effect,strengthening in the area of liquidity risk management|16654_33
climate change,other,higher,,speech_16655_narr_16655_0_cause_307,16655,global,307,16655_0,cause,climate change|16655_0
macroeconomic effects,other,higher,,speech_16655_narr_16655_0_effect_307,16655,global,307,16655_0,effect,macroeconomic effects|16655_0
climate mitigation policies,other,normal,,speech_16655_narr_16655_1_cause_308,16655,global,308,16655_1,cause,climate mitigation policies|16655_1
macroeconomic effects,other,higher,,speech_16655_narr_16655_1_effect_308,16655,global,308,16655_1,effect,macroeconomic effects|16655_1
climate change,other,higher,,speech_16655_narr_16655_2_cause_309,16655,global,309,16655_2,cause,climate change|16655_2
concern for monetary policymakers,inflation,higher,,speech_16655_narr_16655_2_effect_309,16655,domestic,309,16655_2,effect,concern for monetary policymakers|16655_2
climate mitigation policies,other,normal,,speech_16655_narr_16655_3_cause_310,16655,global,310,16655_3,cause,climate mitigation policies|16655_3
concern for monetary policymakers,inflation,higher,,speech_16655_narr_16655_3_effect_310,16655,domestic,310,16655_3,effect,concern for monetary policymakers|16655_3
climate change,other,higher,,speech_16655_narr_16655_4_cause_311,16655,global,311,16655_4,cause,climate change|16655_4
impact on financial stability,financial markets,normal,,speech_16655_narr_16655_4_effect_311,16655,domestic,311,16655_4,effect,impact on financial stability|16655_4
climate change,other,higher,,speech_16655_narr_16655_5_cause_312,16655,global,312,16655_5,cause,climate change|16655_5
impact on financial sector risks,financial markets,higher,,speech_16655_narr_16655_5_effect_312,16655,global,312,16655_5,effect,impact on financial sector risks|16655_5
climate change,other,higher,,speech_16655_narr_16655_6_cause_313,16655,global,313,16655_6,cause,climate change|16655_6
impact on financial policy,financial markets,normal,,speech_16655_narr_16655_6_effect_313,16655,domestic,313,16655_6,effect,impact on financial policy|16655_6
climate change,other,higher,,speech_16655_narr_16655_7_cause_314,16655,global,314,16655_7,cause,climate change|16655_7
change in transmission of demand shocks,output,normal,,speech_16655_narr_16655_7_effect_314,16655,domestic,314,16655_7,effect,change in transmission of demand shocks|16655_7
climate mitigation policies,other,normal,,speech_16655_narr_16655_8_cause_315,16655,global,315,16655_8,cause,climate mitigation policies|16655_8
change in transmission of demand shocks,output,normal,,speech_16655_narr_16655_8_effect_315,16655,domestic,315,16655_8,effect,change in transmission of demand shocks|16655_8
climate change,other,normal,,speech_16655_narr_16655_9_cause_316,16655,global,316,16655_9,cause,climate change|16655_9
change in transmission of monetary policy,interest rates,normal,,speech_16655_narr_16655_9_effect_316,16655,domestic,316,16655_9,effect,change in transmission of monetary policy|16655_9
climate mitigation policies,other,normal,,speech_16655_narr_16655_10_cause_317,16655,global,317,16655_10,cause,climate mitigation policies|16655_10
change in transmission of monetary policy,interest rates,normal,,speech_16655_narr_16655_10_effect_317,16655,domestic,317,16655_10,effect,change in transmission of monetary policy|16655_10
climate change,geopolitical shocks,higher,,speech_16655_narr_16655_11_cause_318,16655,global,318,16655_11,cause,climate change|16655_11
impact on UK macroeconomic environment,geopolitical shocks,higher,,speech_16655_narr_16655_11_effect_318,16655,domestic,318,16655_11,effect,impact on UK macroeconomic environment|16655_11
climate mitigation policies set abroad,geopolitical shocks,normal,,speech_16655_narr_16655_12_cause_319,16655,global,319,16655_12,cause,climate mitigation policies set abroad|16655_12
impact on UK macroeconomic environment,geopolitical shocks,higher,,speech_16655_narr_16655_12_effect_319,16655,domestic,319,16655_12,effect,impact on UK macroeconomic environment|16655_12
carbon pricing,other,higher,,speech_16655_narr_16655_13_cause_320,16655,domestic,320,16655_13,cause,carbon pricing|16655_13
increase in carbon prices,other,higher,,speech_16655_narr_16655_13_effect_320,16655,global,320,16655_13,effect,increase in carbon prices|16655_13
carbon pricing,other,higher,,speech_16655_narr_16655_14_cause_321,16655,domestic,321,16655_14,cause,carbon pricing|16655_14
reduction in output of carbon-intensive products,output,lower,,speech_16655_narr_16655_14_effect_321,16655,domestic,321,16655_14,effect,reduction in output of carbon-intensive products|16655_14
carbon instruments,other,normal,,speech_16655_narr_16655_15_cause_322,16655,domestic,322,16655_15,cause,carbon instruments|16655_15
induce greener investments,other,higher,,speech_16655_narr_16655_15_effect_322,16655,domestic,322,16655_15,effect,induce greener investments|16655_15
carbon instruments,other,normal,,speech_16655_narr_16655_16_cause_323,16655,global,323,16655_16,cause,carbon instruments|16655_16
reduce consumption of carbon-intensive products,other,lower,,speech_16655_narr_16655_16_effect_323,16655,domestic,323,16655_16,effect,reduce consumption of carbon-intensive products|16655_16
macroeconomic demand shocks,output,higher,,speech_16655_narr_16655_17_cause_324,16655,domestic,324,16655_17,cause,macroeconomic demand shocks|16655_17
greater price volatility with quantity-based instruments,inflation,higher,,speech_16655_narr_16655_17_effect_324,16655,domestic,324,16655_17,effect,greater price volatility with quantity-based instruments|16655_17
shock to energy prices,inflation,higher,,speech_16655_narr_16655_18_cause_325,16655,global,325,16655_18,cause,shock to energy prices|16655_18
significant impacts on energy-intensive imported goods,trade,higher,,speech_16655_narr_16655_18_effect_325,16655,global,325,16655_18,effect,significant impacts on energy-intensive imported goods|16655_18
permanent increase in energy prices,inflation,higher,,speech_16655_narr_16655_19_cause_326,16655,global,326,16655_19,cause,permanent increase in energy prices|16655_19
significant impacts on energy-intensive imported goods,trade,higher,,speech_16655_narr_16655_19_effect_326,16655,global,326,16655_19,effect,significant impacts on energy-intensive imported goods|16655_19
shocks to widely-used intermediate goods,trade,higher,,speech_16655_narr_16655_20_cause_327,16655,global,327,16655_20,cause,shocks to widely-used intermediate goods|16655_20
pervasive and long-lasting effects across all other goods and sectors,output,higher,,speech_16655_narr_16655_20_effect_327,16655,global,327,16655_20,effect,pervasive and long-lasting effects across all other goods and sectors|16655_20
UK reliance on fossil fuel energy,geopolitical shocks,higher,,speech_16655_narr_16655_21_cause_328,16655,domestic,328,16655_21,cause,UK reliance on fossil fuel energy|16655_21
exposure to risk of further price shocks,inflation,higher,,speech_16655_narr_16655_21_effect_328,16655,domestic,328,16655_21,effect,exposure to risk of further price shocks|16655_21
moving towards a greener mix for energy generation,other,normal,,speech_16655_narr_16655_22_cause_329,16655,global,329,16655_22,cause,moving towards a greener mix for energy generation|16655_22
reduced risk of large shocks and macroeconomic ramifications,geopolitical shocks,lower,,speech_16655_narr_16655_22_effect_329,16655,global,329,16655_22,effect,reduced risk of large shocks and macroeconomic ramifications|16655_22
less stringent evolution in emissions permits,other,lower,,speech_16655_narr_16655_23_cause_330,16655,domestic,330,16655_23,cause,less stringent evolution in emissions permits|16655_23
fall in demand for permits,other,lower,,speech_16655_narr_16655_23_effect_330,16655,domestic,330,16655_23,effect,fall in demand for permits|16655_23
introduction of policies,other,higher,,speech_16655_narr_16655_24_cause_331,16655,domestic,331,16655_24,cause,introduction of policies|16655_24
volatility,financial markets,higher,,speech_16655_narr_16655_24_effect_331,16655,domestic,331,16655_24,effect,volatility|16655_24
price-based instruments such as carbon taxes,government spending,normal,,speech_16655_narr_16655_25_cause_332,16655,domestic,332,16655_25,cause,price-based instruments such as carbon taxes|16655_25
fluctuations in output,output,normal,,speech_16655_narr_16655_25_effect_332,16655,domestic,332,16655_25,effect,fluctuations in output|16655_25
quantity-based instruments such as an ETS,inflation,higher,,speech_16655_narr_16655_26_cause_333,16655,domestic,333,16655_26,cause,quantity-based instruments such as an ETS|16655_26
price fluctuations,inflation,higher,,speech_16655_narr_16655_26_effect_333,16655,domestic,333,16655_26,effect,price fluctuations|16655_26
uncertainty about future changes to policy stringency,other,higher,,speech_16655_narr_16655_27_cause_334,16655,domestic,334,16655_27,cause,uncertainty about future changes to policy stringency|16655_27
accentuated macroeconomic volatility,financial markets,higher,,speech_16655_narr_16655_27_effect_334,16655,domestic,334,16655_27,effect,accentuated macroeconomic volatility|16655_27
uncertainty,other,higher,,speech_16655_narr_16655_28_cause_335,16655,global,335,16655_28,cause,uncertainty|16655_28
"reduced investment, consumption, and employment",output,lower,,speech_16655_narr_16655_28_effect_335,16655,domestic,335,16655_28,effect,"reduced investment, consumption, and employment|16655_28"
uncertainty around Brexit,geopolitical shocks,higher,,speech_16655_narr_16655_29_cause_336,16655,domestic,336,16655_29,cause,uncertainty around Brexit|16655_29
reduced investment,output,lower,,speech_16655_narr_16655_29_effect_336,16655,domestic,336,16655_29,effect,reduced investment|16655_29
policy uncertainty,other,higher,,speech_16655_narr_16655_30_cause_337,16655,domestic,337,16655_30,cause,policy uncertainty|16655_30
increased option value of waiting,other,higher,,speech_16655_narr_16655_30_effect_337,16655,domestic,337,16655_30,effect,increased option value of waiting|16655_30
investments not undertaken,output,lower,,speech_16655_narr_16655_31_cause_338,16655,domestic,338,16655_31,cause,investments not undertaken|16655_31
emissions,other,normal,,speech_16655_narr_16655_31_effect_338,16655,global,338,16655_31,effect,emissions|16655_31
longer wait for investments,other,higher,,speech_16655_narr_16655_32_cause_339,16655,global,339,16655_32,cause,longer wait for investments|16655_32
more costly investments needed to limit global warming,other,higher,,speech_16655_narr_16655_32_effect_339,16655,global,339,16655_32,effect,more costly investments needed to limit global warming|16655_32
carbon supply shock,other,higher,,speech_16655_narr_16655_33_cause_340,16655,domestic,340,16655_33,cause,carbon supply shock|16655_33
0.15% peak increase in CPI,inflation,higher,,speech_16655_narr_16655_33_effect_340,16655,domestic,340,16655_33,effect,0.15% peak increase in CPI|16655_33
carbon supply shock,other,higher,,speech_16655_narr_16655_34_cause_341,16655,domestic,341,16655_34,cause,carbon supply shock|16655_34
0.3% decrease in output,output,lower,,speech_16655_narr_16655_34_effect_341,16655,domestic,341,16655_34,effect,0.3% decrease in output|16655_34
carbon supply shock,geopolitical shocks,higher,,speech_16655_narr_16655_35_cause_342,16655,global,342,16655_35,cause,carbon supply shock|16655_35
carbon prices,other,higher,,speech_16655_narr_16655_35_effect_342,16655,global,342,16655_35,effect,carbon prices|16655_35
carbon price shock,other,higher,,speech_16655_narr_16655_36_cause_343,16655,global,343,16655_36,cause,carbon price shock|16655_36
output fall for emissions-intensive firms,output,lower,,speech_16655_narr_16655_36_effect_343,16655,domestic,343,16655_36,effect,output fall for emissions-intensive firms|16655_36
carbon price shock,geopolitical shocks,higher,,speech_16655_narr_16655_37_cause_344,16655,global,344,16655_37,cause,carbon price shock|16655_37
output increase for green firms,output,higher,,speech_16655_narr_16655_37_effect_344,16655,domestic,344,16655_37,effect,output increase for green firms|16655_37
decline in expected profitability of emissions-intensive firms,other,lower,,speech_16655_narr_16655_38_cause_345,16655,domestic,345,16655_38,cause,decline in expected profitability of emissions-intensive firms|16655_38
persistent decline in investment,output,lower,,speech_16655_narr_16655_38_effect_345,16655,domestic,345,16655_38,effect,persistent decline in investment|16655_38
persistent fall in relative prices of green and emissions-intensive goods,inflation,lower,,speech_16655_narr_16655_39_cause_346,16655,domestic,346,16655_39,cause,persistent fall in relative prices of green and emissions-intensive goods|16655_39
fall in investment,output,lower,,speech_16655_narr_16655_39_effect_346,16655,domestic,346,16655_39,effect,fall in investment|16655_39
rising cost of emissions-intensive goods,inflation,higher,,speech_16655_narr_16655_40_cause_347,16655,domestic,347,16655_40,cause,rising cost of emissions-intensive goods|16655_40
inflation in aggregate,inflation,higher,,speech_16655_narr_16655_40_effect_347,16655,domestic,347,16655_40,effect,inflation in aggregate|16655_40
carbon taxes,output,lower,,speech_16655_narr_16655_41_cause_348,16655,domestic,348,16655_41,cause,carbon taxes|16655_41
decrease in output,output,lower,,speech_16655_narr_16655_41_effect_348,16655,domestic,348,16655_41,effect,decrease in output|16655_41
investment,output,higher,,speech_16655_narr_16655_42_cause_349,16655,domestic,349,16655_42,cause,investment|16655_42
subsidies,output,higher,,speech_16655_narr_16655_42_cause_349,16655,domestic,349,16655_42,cause,subsidies|16655_42
increase in output,output,higher,,speech_16655_narr_16655_42_effect_349,16655,domestic,349,16655_42,effect,increase in output|16655_42
carbon taxes,inflation,higher,,speech_16655_narr_16655_43_cause_350,16655,domestic,350,16655_43,cause,carbon taxes|16655_43
inflationary effects,inflation,higher,,speech_16655_narr_16655_43_effect_350,16655,domestic,350,16655_43,effect,inflationary effects|16655_43
public investments,government spending,higher,,speech_16655_narr_16655_44_cause_351,16655,domestic,351,16655_44,cause,public investments|16655_44
inflationary effects,inflation,higher,,speech_16655_narr_16655_44_effect_351,16655,domestic,351,16655_44,effect,inflationary effects|16655_44
subsidies,inflation,higher,,speech_16655_narr_16655_45_cause_352,16655,domestic,352,16655_45,cause,subsidies|16655_45
inflationary effects,inflation,higher,,speech_16655_narr_16655_45_effect_352,16655,domestic,352,16655_45,effect,inflationary effects|16655_45
expectations for future tax increases,government spending,lower,,speech_16655_narr_16655_46_cause_353,16655,domestic,353,16655_46,cause,expectations for future tax increases|16655_46
negative effect on demand in the current period,output,lower,,speech_16655_narr_16655_46_effect_353,16655,domestic,353,16655_46,effect,negative effect on demand in the current period|16655_46
fully rational agents internalising hit to permanent incomes,output,lower,,speech_16655_narr_16655_47_cause_354,16655,domestic,354,16655_47,cause,fully rational agents internalising hit to permanent incomes|16655_47
consumption falls,output,lower,,speech_16655_narr_16655_47_effect_354,16655,domestic,354,16655_47,effect,consumption falls|16655_47
permanent increase in carbon price,other,higher,,speech_16655_narr_16655_48_cause_355,16655,global,355,16655_48,cause,permanent increase in carbon price|16655_48
output,output,lower,,speech_16655_narr_16655_48_effect_355,16655,domestic,355,16655_48,effect,output|16655_48
permanent increase in carbon price,inflation,higher,,speech_16655_narr_16655_49_cause_356,16655,global,356,16655_49,cause,permanent increase in carbon price|16655_49
inflation,inflation,lower,,speech_16655_narr_16655_49_effect_356,16655,domestic,356,16655_49,effect,inflation|16655_49
sequence of anticipated carbon price shocks,geopolitical shocks,higher,,speech_16655_narr_16655_50_cause_357,16655,global,357,16655_50,cause,sequence of anticipated carbon price shocks|16655_50
strong inflationary dynamic,inflation,higher,,speech_16655_narr_16655_50_effect_357,16655,domestic,357,16655_50,effect,strong inflationary dynamic|16655_50
anticipated carbon price shocks,other,higher,,speech_16655_narr_16655_51_cause_358,16655,global,358,16655_51,cause,anticipated carbon price shocks|16655_51
inflation,inflation,lower,,speech_16655_narr_16655_51_effect_358,16655,domestic,358,16655_51,effect,inflation|16655_51
anticipated carbon price shocks,other,higher,,speech_16655_narr_16655_52_cause_359,16655,global,359,16655_52,cause,anticipated carbon price shocks|16655_52
inflation,inflation,higher,,speech_16655_narr_16655_52_effect_359,16655,domestic,359,16655_52,effect,inflation|16655_52
UK reliance on fossil fuel energy,geopolitical shocks,higher,,speech_16655_narr_16655_53_cause_360,16655,domestic,360,16655_53,cause,UK reliance on fossil fuel energy|16655_53
exposure to risk of further price shocks,inflation,higher,,speech_16655_narr_16655_53_effect_360,16655,domestic,360,16655_53,effect,exposure to risk of further price shocks|16655_53
moving towards a greener mix for energy generation,other,normal,,speech_16655_narr_16655_54_cause_361,16655,domestic,361,16655_54,cause,moving towards a greener mix for energy generation|16655_54
reduced risk of large shocks and macroeconomic ramifications,geopolitical shocks,lower,,speech_16655_narr_16655_54_effect_361,16655,global,361,16655_54,effect,reduced risk of large shocks and macroeconomic ramifications|16655_54
less stringent evolution in emissions permits,other,lower,,speech_16655_narr_16655_55_cause_362,16655,domestic,362,16655_55,cause,less stringent evolution in emissions permits|16655_55
fall in demand for permits,other,lower,,speech_16655_narr_16655_55_effect_362,16655,domestic,362,16655_55,effect,fall in demand for permits|16655_55
introduction of policies,other,higher,,speech_16655_narr_16655_56_cause_363,16655,domestic,363,16655_56,cause,introduction of policies|16655_56
volatility,financial markets,higher,,speech_16655_narr_16655_56_effect_363,16655,domestic,363,16655_56,effect,volatility|16655_56
price-based instruments such as carbon taxes,government spending,normal,,speech_16655_narr_16655_57_cause_364,16655,domestic,364,16655_57,cause,price-based instruments such as carbon taxes|16655_57
fluctuations in output,output,normal,,speech_16655_narr_16655_57_effect_364,16655,domestic,364,16655_57,effect,fluctuations in output|16655_57
quantity-based instruments such as an ETS,inflation,higher,,speech_16655_narr_16655_58_cause_365,16655,domestic,365,16655_58,cause,quantity-based instruments such as an ETS|16655_58
price fluctuations,inflation,higher,,speech_16655_narr_16655_58_effect_365,16655,domestic,365,16655_58,effect,price fluctuations|16655_58
uncertainty about future changes to policy stringency,other,higher,,speech_16655_narr_16655_59_cause_366,16655,domestic,366,16655_59,cause,uncertainty about future changes to policy stringency|16655_59
accentuated macroeconomic volatility,financial markets,higher,,speech_16655_narr_16655_59_effect_366,16655,domestic,366,16655_59,effect,accentuated macroeconomic volatility|16655_59
uncertainty,other,higher,,speech_16655_narr_16655_60_cause_367,16655,global,367,16655_60,cause,uncertainty|16655_60
"reduced investment, consumption, and employment",output,lower,,speech_16655_narr_16655_60_effect_367,16655,domestic,367,16655_60,effect,"reduced investment, consumption, and employment|16655_60"
uncertainty around Brexit,geopolitical shocks,higher,,speech_16655_narr_16655_61_cause_368,16655,domestic,368,16655_61,cause,uncertainty around Brexit|16655_61
reduced investment,output,lower,,speech_16655_narr_16655_61_effect_368,16655,domestic,368,16655_61,effect,reduced investment|16655_61
policy uncertainty,other,higher,,speech_16655_narr_16655_62_cause_369,16655,domestic,369,16655_62,cause,policy uncertainty|16655_62
increased option value of waiting,other,higher,,speech_16655_narr_16655_62_effect_369,16655,domestic,369,16655_62,effect,increased option value of waiting|16655_62
investments not undertaken,output,lower,,speech_16655_narr_16655_63_cause_370,16655,domestic,370,16655_63,cause,investments not undertaken|16655_63
emissions,other,normal,,speech_16655_narr_16655_63_effect_370,16655,global,370,16655_63,effect,emissions|16655_63
longer wait for investments,other,higher,,speech_16655_narr_16655_64_cause_371,16655,global,371,16655_64,cause,longer wait for investments|16655_64
more costly investments needed to limit global warming,other,higher,,speech_16655_narr_16655_64_effect_371,16655,global,371,16655_64,effect,more costly investments needed to limit global warming|16655_64
carbon supply shock,other,higher,,speech_16655_narr_16655_65_cause_372,16655,domestic,372,16655_65,cause,carbon supply shock|16655_65
0.15% peak increase in CPI,inflation,higher,,speech_16655_narr_16655_65_effect_372,16655,domestic,372,16655_65,effect,0.15% peak increase in CPI|16655_65
carbon supply shock,other,higher,,speech_16655_narr_16655_66_cause_373,16655,domestic,373,16655_66,cause,carbon supply shock|16655_66
0.3% decrease in output,output,lower,,speech_16655_narr_16655_66_effect_373,16655,domestic,373,16655_66,effect,0.3% decrease in output|16655_66
carbon supply shock,geopolitical shocks,higher,,speech_16655_narr_16655_67_cause_374,16655,global,374,16655_67,cause,carbon supply shock|16655_67
carbon prices,other,higher,,speech_16655_narr_16655_67_effect_374,16655,global,374,16655_67,effect,carbon prices|16655_67
carbon price shock,other,higher,,speech_16655_narr_16655_68_cause_375,16655,global,375,16655_68,cause,carbon price shock|16655_68
output fall for emissions-intensive firms,output,lower,,speech_16655_narr_16655_68_effect_375,16655,domestic,375,16655_68,effect,output fall for emissions-intensive firms|16655_68
carbon price shock,geopolitical shocks,higher,,speech_16655_narr_16655_69_cause_376,16655,global,376,16655_69,cause,carbon price shock|16655_69
output increase for green firms,output,higher,,speech_16655_narr_16655_69_effect_376,16655,domestic,376,16655_69,effect,output increase for green firms|16655_69
decline in expected profitability of emissions-intensive firms,other,lower,,speech_16655_narr_16655_70_cause_377,16655,domestic,377,16655_70,cause,decline in expected profitability of emissions-intensive firms|16655_70
persistent decline in investment,output,lower,,speech_16655_narr_16655_70_effect_377,16655,domestic,377,16655_70,effect,persistent decline in investment|16655_70
persistent fall in relative prices of green and emissions-intensive goods,inflation,lower,,speech_16655_narr_16655_71_cause_378,16655,domestic,378,16655_71,cause,persistent fall in relative prices of green and emissions-intensive goods|16655_71
fall in investment,output,lower,,speech_16655_narr_16655_71_effect_378,16655,domestic,378,16655_71,effect,fall in investment|16655_71
rising cost of emissions-intensive goods,inflation,higher,,speech_16655_narr_16655_72_cause_379,16655,domestic,379,16655_72,cause,rising cost of emissions-intensive goods|16655_72
inflation in aggregate,inflation,higher,,speech_16655_narr_16655_72_effect_379,16655,domestic,379,16655_72,effect,inflation in aggregate|16655_72
carbon taxes,output,lower,,speech_16655_narr_16655_73_cause_380,16655,domestic,380,16655_73,cause,carbon taxes|16655_73
decrease in output,output,lower,,speech_16655_narr_16655_73_effect_380,16655,domestic,380,16655_73,effect,decrease in output|16655_73
investment,output,higher,,speech_16655_narr_16655_74_cause_381,16655,domestic,381,16655_74,cause,investment|16655_74
subsidies,output,higher,,speech_16655_narr_16655_74_cause_381,16655,domestic,381,16655_74,cause,subsidies|16655_74
increase in output,output,higher,,speech_16655_narr_16655_74_effect_381,16655,domestic,381,16655_74,effect,increase in output|16655_74
carbon taxes,inflation,higher,,speech_16655_narr_16655_75_cause_382,16655,domestic,382,16655_75,cause,carbon taxes|16655_75
inflationary effects,inflation,higher,,speech_16655_narr_16655_75_effect_382,16655,domestic,382,16655_75,effect,inflationary effects|16655_75
public investments,government spending,higher,,speech_16655_narr_16655_76_cause_383,16655,domestic,383,16655_76,cause,public investments|16655_76
inflationary effects,inflation,higher,,speech_16655_narr_16655_76_effect_383,16655,domestic,383,16655_76,effect,inflationary effects|16655_76
subsidies,inflation,higher,,speech_16655_narr_16655_77_cause_384,16655,domestic,384,16655_77,cause,subsidies|16655_77
inflationary effects,inflation,higher,,speech_16655_narr_16655_77_effect_384,16655,domestic,384,16655_77,effect,inflationary effects|16655_77
expectations for future tax increases,government spending,lower,,speech_16655_narr_16655_78_cause_385,16655,domestic,385,16655_78,cause,expectations for future tax increases|16655_78
negative effect on demand in the current period,output,lower,,speech_16655_narr_16655_78_effect_385,16655,domestic,385,16655_78,effect,negative effect on demand in the current period|16655_78
fully rational agents internalising hit to permanent incomes,output,lower,,speech_16655_narr_16655_79_cause_386,16655,domestic,386,16655_79,cause,fully rational agents internalising hit to permanent incomes|16655_79
consumption falls,output,lower,,speech_16655_narr_16655_79_effect_386,16655,domestic,386,16655_79,effect,consumption falls|16655_79
permanent increase in carbon price,other,higher,,speech_16655_narr_16655_80_cause_387,16655,global,387,16655_80,cause,permanent increase in carbon price|16655_80
output,output,lower,,speech_16655_narr_16655_80_effect_387,16655,domestic,387,16655_80,effect,output|16655_80
permanent increase in carbon price,inflation,higher,,speech_16655_narr_16655_81_cause_388,16655,global,388,16655_81,cause,permanent increase in carbon price|16655_81
inflation,inflation,lower,,speech_16655_narr_16655_81_effect_388,16655,domestic,388,16655_81,effect,inflation|16655_81
sequence of anticipated carbon price shocks,geopolitical shocks,higher,,speech_16655_narr_16655_82_cause_389,16655,global,389,16655_82,cause,sequence of anticipated carbon price shocks|16655_82
strong inflationary dynamic,inflation,higher,,speech_16655_narr_16655_82_effect_389,16655,domestic,389,16655_82,effect,strong inflationary dynamic|16655_82
anticipated carbon price shocks,geopolitical shocks,higher,,speech_16655_narr_16655_83_cause_390,16655,global,390,16655_83,cause,anticipated carbon price shocks|16655_83
inflation,inflation,lower,,speech_16655_narr_16655_83_effect_390,16655,domestic,390,16655_83,effect,inflation|16655_83
anticipated carbon price shocks,geopolitical shocks,higher,,speech_16655_narr_16655_84_cause_391,16655,global,391,16655_84,cause,anticipated carbon price shocks|16655_84
inflation,inflation,higher,,speech_16655_narr_16655_84_effect_391,16655,domestic,391,16655_84,effect,inflation|16655_84
subsidies on labour costs to green firms,labour market,higher,,speech_16655_narr_16655_85_cause_392,16655,domestic,392,16655_85,cause,subsidies on labour costs to green firms|16655_85
larger effects on consumption,output,higher,,speech_16655_narr_16655_85_effect_392,16655,domestic,392,16655_85,effect,larger effects on consumption|16655_85
subsidies for green loans to banks,credit,higher,,speech_16655_narr_16655_86_cause_393,16655,domestic,393,16655_86,cause,subsidies for green loans to banks|16655_86
larger effects on consumption,output,higher,,speech_16655_narr_16655_86_effect_393,16655,domestic,393,16655_86,effect,larger effects on consumption|16655_86
subsidies on capital to green firms,government spending,normal,,speech_16655_narr_16655_87_cause_394,16655,domestic,394,16655_87,cause,subsidies on capital to green firms|16655_87
smaller effects on consumption,output,lower,,speech_16655_narr_16655_87_effect_394,16655,domestic,394,16655_87,effect,smaller effects on consumption|16655_87
